x,y,z,lat,lng,elevation,elevation_norm
1494.522505568457,1093.36204565689,1.5,-22.824351,-47.059808,628.0,6.235294117647058
1495.022505568457,1093.86204565689,1.5,-22.824351,-47.059808,628.0,6.235294117647058
1495.522505568457,1094.36204565689,1.5,-22.824351,-47.059808,628.0,6.235294117647058
1496.022505568457,1094.86204565689,1.5,-22.824351,-47.059808,628.0,6.235294117647058
1444.593585658935,1176.185366079211,1.5,-22.823597,-47.060283,620.0,5.294117647058826
1320.3428198279,1081.072501675226,1.5,-22.82444,-47.061506,606.0,3.64705882352942
1320.8428198279,1081.572501675226,1.5,-22.82444,-47.061506,606.0,3.64705882352942
1427.714067433903,1539.605084873736,1.5,-22.820314,-47.060398,626.0,6.0
1474.99973235745,1587.452449325472,1.5,-22.819888,-47.059931,638.0,7.411764705882362
1475.49973235745,1587.952449325472,1.5,-22.819888,-47.059931,638.0,7.411764705882362
1512.031507335603,1774.171838387847,1.5,-22.818207,-47.059545,639.0,7.529411764705884
1370.417874818086,1774.965434107929,1.5,-22.818182,-47.060924,629.0,6.352941176470594
1370.917874818086,1775.465434107929,1.5,-22.818182,-47.060924,629.0,6.352941176470594
1282.52453760989,1796.667813068256,1.5,-22.817975,-47.061777,621.0,5.411764705882362
1283.02453760989,1797.167813068256,1.5,-22.817975,-47.061777,621.0,5.411764705882362
1099.841056074598,2296.898203218356,1.5,-22.813436,-47.063488,605.0,3.529411764705884
1100.341056074598,2297.398203218356,1.5,-22.813436,-47.063488,605.0,3.529411764705884
1107.425474438176,2268.536449596286,1.5,-22.813693,-47.063418,601.0,3.058823529411768
1107.925474438176,2269.036449596286,1.5,-22.813693,-47.063418,601.0,3.058823529411768
1121.82634635712,2259.433000843972,1.5,-22.813777,-47.063279,600.0,2.941176470588246
1122.32634635712,2259.933000843972,1.5,-22.813777,-47.063279,600.0,2.941176470588246
1200.810981404909,1934.652991903014,1.5,-22.816719,-47.062554,619.0,5.176470588235304
1201.310981404909,1935.152991903014,1.5,-22.816719,-47.062554,619.0,5.176470588235304
1193.807051055599,1884.70899908524,1.5,-22.817169,-47.062629,617.0,4.941176470588246
1194.307051055599,1885.20899908524,1.5,-22.817169,-47.062629,617.0,4.941176470588246
1711.940416683909,2173.511221848428,1.5,-22.814627,-47.057544,652.0,9.058823529411768
1712.440416683909,2174.011221848428,1.5,-22.814627,-47.057544,652.0,9.058823529411768
1530.542923228117,2221.383066867478,1.5,-22.814172,-47.059304,636.0,7.176470588235304
1500.184681108221,2270.251991886646,1.5,-22.813727,-47.059593,633.0,6.82352941176471
978.8491558027454,2364.770608691499,1.5,-22.812808,-47.064657,601.0,3.058823529411768
979.3491558027454,2365.270608691499,1.5,-22.812808,-47.064657,601.0,3.058823529411768
855.8682120376616,2332.478748695925,1.5,-22.813084,-47.065859,591.0,1.8823529411764781
964.110628716182,2236.404413409531,1.5,-22.813965,-47.064818,599.0,2.82352941176471
964.610628716182,2236.904413409531,1.5,-22.813965,-47.064818,599.0,2.82352941176471
965.110628716182,2237.404413409531,1.5,-22.813965,-47.064818,599.0,2.82352941176471
1063.938829543535,1875.251551368274,1.5,-22.817238,-47.063895,602.0,3.176470588235304
1064.438829543535,1875.751551368274,1.5,-22.817238,-47.063895,602.0,3.176470588235304
794.7655535446247,1503.400110995397,1.5,-22.820561,-47.066567,607.0,3.764705882352942
795.2655535446247,1503.900110995397,1.5,-22.820561,-47.066567,607.0,3.764705882352942
795.7655535446247,1504.400110995397,1.5,-22.820561,-47.066567,607.0,3.764705882352942
796.2655535446247,1504.900110995397,1.5,-22.820561,-47.066567,607.0,3.764705882352942
569.3361069695675,1396.230701235123,1.5,-22.8215,-47.068777,603.0,3.294117647058826
569.8361069695675,1396.730701235123,1.5,-22.8215,-47.068777,603.0,3.294117647058826
983.6241381774888,1626.559221916832,1.5,-22.819473,-47.064711,587.0,1.4117647058823621
984.1241381774888,1627.059221916832,1.5,-22.819473,-47.064711,587.0,1.4117647058823621
1116.241356581217,1519.969666535035,1.5,-22.820452,-47.063434,593.0,2.117647058823536
1116.741356581217,1520.469666535035,1.5,-22.820452,-47.063434,593.0,2.117647058823536
1099.258900495945,2022.514487059787,1.5,-22.815913,-47.063531,604.0,3.411764705882362
1099.758900495945,2023.014487059787,1.5,-22.815913,-47.063531,604.0,3.411764705882362
1079.349489177344,2109.854847700335,1.5,-22.815122,-47.063713,606.0,3.64705882352942
1079.849489177344,2110.354847700335,1.5,-22.815122,-47.063713,606.0,3.64705882352942
621.5411320693092,2390.455227799714,1.5,-22.812531,-47.068133,582.0,0.8235294117647101
622.0411320693092,2390.955227799714,1.5,-22.812531,-47.068133,582.0,0.8235294117647101
622.5411320693092,2391.455227799714,1.5,-22.812531,-47.068133,582.0,0.8235294117647101
623.0411320693092,2391.955227799714,1.5,-22.812531,-47.068133,582.0,0.8235294117647101
552.4280848791823,2368.662716213614,1.5,-22.812719,-47.068809,583.0,0.9411764705882462
552.9280848791823,2369.162716213614,1.5,-22.812719,-47.068809,583.0,0.9411764705882462
172.1368687112117,1909.839504617266,1.5,-22.816813,-47.072575,599.0,2.82352941176471
172.6368687112117,1910.339504617266,1.5,-22.816813,-47.072575,599.0,2.82352941176471
173.1368687112117,1910.839504617266,1.5,-22.816813,-47.072575,599.0,2.82352941176471
173.6368687112117,1911.339504617266,1.5,-22.816813,-47.072575,599.0,2.82352941176471
174.1368687112117,1911.839504617266,1.5,-22.816813,-47.072575,599.0,2.82352941176471
208.8025018305052,1887.424634393305,1.5,-22.81702,-47.072221,600.0,2.941176470588246
209.3025018305052,1887.924634393305,1.5,-22.81702,-47.072221,600.0,2.941176470588246
259.5645188090275,1958.143398704007,1.5,-22.816388,-47.071717,602.0,3.176470588235304
260.0645188090275,1958.643398704007,1.5,-22.816388,-47.071717,602.0,3.176470588235304
182.1457547461032,2060.07325805258,1.5,-22.815458,-47.072457,586.0,1.294117647058826
182.6457547461032,2060.57325805258,1.5,-22.815458,-47.072457,586.0,1.294117647058826
183.1457547461032,2061.07325805258,1.5,-22.815458,-47.072457,586.0,1.294117647058826
183.6457547461032,2061.57325805258,1.5,-22.815458,-47.072457,586.0,1.294117647058826
352.4883611525875,2244.346611587331,1.5,-22.813816,-47.070773,577.0,0.235294117647058
352.9883611525875,2244.846611587331,1.5,-22.813816,-47.070773,577.0,0.235294117647058
353.4883611525875,2245.346611587331,1.5,-22.813816,-47.070773,577.0,0.235294117647058
353.9883611525875,2245.846611587331,1.5,-22.813816,-47.070773,577.0,0.235294117647058
441.7540462537436,2242.274738036096,1.5,-22.813846,-47.069904,576.0,0.1176470588235361
442.2540462537436,2242.774738036096,1.5,-22.813846,-47.069904,576.0,0.1176470588235361
575.4277365222806,2222.215041901916,1.5,-22.814044,-47.068605,577.0,0.235294117647058
575.9277365222806,2222.715041901916,1.5,-22.814044,-47.068605,577.0,0.235294117647058
576.4277365222806,2223.215041901916,1.5,-22.814044,-47.068605,577.0,0.235294117647058
576.9277365222806,2223.715041901916,1.5,-22.814044,-47.068605,577.0,0.235294117647058
700.8725999883027,2151.749635796063,1.5,-22.814696,-47.067393,579.0,0.470588235294116
701.3725999883027,2152.249635796063,1.5,-22.814696,-47.067393,579.0,0.470588235294116
701.8725999883027,2152.749635796063,1.5,-22.814696,-47.067393,579.0,0.470588235294116
783.8320620964514,2049.894955057651,1.5,-22.815626,-47.066599,586.0,1.294117647058826
784.3320620964514,2050.394955057651,1.5,-22.815626,-47.066599,586.0,1.294117647058826
784.8320620964514,2050.894955057651,1.5,-22.815626,-47.066599,586.0,1.294117647058826
819.5984927483369,2010.961426266469,1.5,-22.815982,-47.066256,588.0,1.529411764705884
820.0984927483369,2011.461426266469,1.5,-22.815982,-47.066256,588.0,1.529411764705884
853.1979460085277,1892.021930531599,1.5,-22.81706,-47.065945,584.0,1.058823529411768
853.6979460085277,1892.521930531599,1.5,-22.81706,-47.065945,584.0,1.058823529411768
854.1979460085277,1893.021930531599,1.5,-22.81706,-47.065945,584.0,1.058823529411768
854.6979460085277,1893.521930531599,1.5,-22.81706,-47.065945,584.0,1.058823529411768
1004.070607040776,1897.454805401154,1.5,-22.81703,-47.064475,595.0,2.352941176470594
927.4778393048908,1705.749658399262,1.5,-22.818751,-47.065247,588.0,1.529411764705884
927.9778393048908,1706.249658399262,1.5,-22.818751,-47.065247,588.0,1.529411764705884
829.3675855603651,1789.780576438643,1.5,-22.81798,-47.066191,588.0,1.529411764705884
829.8675855603651,1790.280576438643,1.5,-22.81798,-47.066191,588.0,1.529411764705884
838.3031246589962,1855.702695084736,1.5,-22.817386,-47.066095,584.0,1.058823529411768
838.8031246589962,1856.202695084736,1.5,-22.817386,-47.066095,584.0,1.058823529411768
839.3031246589962,1856.702695084736,1.5,-22.817386,-47.066095,584.0,1.058823529411768
762.126759674109,1671.091570392251,1.5,-22.819043,-47.066862,597.0,2.588235294117652
762.626759674109,1671.591570392251,1.5,-22.819043,-47.066862,597.0,2.588235294117652
763.126759674109,1672.091570392251,1.5,-22.819043,-47.066862,597.0,2.588235294117652
763.626759674109,1672.591570392251,1.5,-22.819043,-47.066862,597.0,2.588235294117652
724.9532235281076,1612.527944714762,1.5,-22.819567,-47.067232,604.0,3.411764705882362
725.4532235281076,1613.027944714762,1.5,-22.819567,-47.067232,604.0,3.411764705882362
725.9532235281076,1613.527944714762,1.5,-22.819567,-47.067232,604.0,3.411764705882362
676.8709619306028,1585.048499519005,1.5,-22.819809,-47.067704,608.0,3.882352941176478
677.3709619306028,1585.548499519005,1.5,-22.819809,-47.067704,608.0,3.882352941176478
492.6739389991853,1517.778607496992,1.5,-22.820393,-47.069507,598.0,2.705882352941188
493.1739389991853,1518.278607496992,1.5,-22.820393,-47.069507,598.0,2.705882352941188
401.8320308937691,1515.397488268092,1.5,-22.820403,-47.070392,595.0,2.352941176470594
402.3320308937691,1515.897488268092,1.5,-22.820403,-47.070392,595.0,2.352941176470594
390.3696039379574,1585.907950209454,1.5,-22.819765,-47.070494,597.0,2.588235294117652
390.8696039379574,1586.407950209454,1.5,-22.819765,-47.070494,597.0,2.588235294117652
388.6124806638691,1674.609975927509,1.5,-22.818964,-47.070499,598.0,2.705882352941188
389.1124806638691,1675.109975927509,1.5,-22.818964,-47.070499,598.0,2.705882352941188
386.132894256385,1734.280163252726,1.5,-22.818425,-47.070515,598.0,2.705882352941188
386.632894256385,1734.780163252726,1.5,-22.818425,-47.070515,598.0,2.705882352941188
387.132894256385,1735.280163252726,1.5,-22.818425,-47.070515,598.0,2.705882352941188
387.632894256385,1735.780163252726,1.5,-22.818425,-47.070515,598.0,2.705882352941188
982.2037863839652,1375.646491667256,1.5,-22.821738,-47.064759,596.0,2.470588235294116
982.7037863839652,1376.146491667256,1.5,-22.821738,-47.064759,596.0,2.470588235294116
1087.531174018863,1245.192584590986,1.5,-22.822929,-47.063751,598.0,2.705882352941188
1088.031174018863,1245.692584590986,1.5,-22.822929,-47.063751,598.0,2.705882352941188
1059.190586089157,1105.669973572716,1.5,-22.824185,-47.064046,607.0,3.764705882352942
1059.690586089157,1106.169973572716,1.5,-22.824185,-47.064046,607.0,3.764705882352942
924.8530362233288,1298.745739661157,1.5,-22.822425,-47.065328,596.0,2.470588235294116
925.3530362233288,1299.245739661157,1.5,-22.822425,-47.065328,596.0,2.470588235294116
951.7150117773564,1037.373021841981,1.5,-22.824788,-47.065102,613.0,4.470588235294116
952.2150117773564,1037.873021841981,1.5,-22.824788,-47.065102,613.0,4.470588235294116
808.3171709853923,968.0185836534948,1.5,-22.825396,-47.066508,618.0,5.058823529411768
808.8171709853923,968.5185836534948,1.5,-22.825396,-47.066508,618.0,5.058823529411768
648.3299975820701,1144.782251318917,1.5,-22.82378,-47.068042,609.0,4.0
648.8299975820701,1145.282251318917,1.5,-22.82378,-47.068042,609.0,4.0
772.9714010498719,1211.770926330239,1.5,-22.823191,-47.066819,614.0,4.588235294117652
773.4714010498719,1212.270926330239,1.5,-22.823191,-47.066819,614.0,4.588235294117652
869.1943015930592,1262.410054802895,1.5,-22.822746,-47.065875,605.0,3.529411764705884
869.6943015930592,1262.910054802895,1.5,-22.822746,-47.065875,605.0,3.529411764705884
962.787995519815,1111.965040823445,1.5,-22.824116,-47.064984,611.0,4.235294117647058
963.287995519815,1112.465040823445,1.5,-22.824116,-47.064984,611.0,4.235294117647058
725.2135522243334,728.5893913432956,1.5,-22.827547,-47.06735,619.0,5.176470588235304
725.7135522243334,729.0893913432956,1.5,-22.827547,-47.06735,619.0,5.176470588235304
1262.077213367797,386.0670370459557,1.5,-22.830707,-47.062168,641.0,7.764705882352942
1262.577213367797,386.5670370459557,1.5,-22.830707,-47.062168,641.0,7.764705882352942
1263.077213367797,387.0670370459557,1.5,-22.830707,-47.062168,641.0,7.764705882352942
1257.637556180474,505.4144593859091,1.5,-22.829629,-47.062195,638.0,7.411764705882362
1258.137556180474,505.9144593859091,1.5,-22.829629,-47.062195,638.0,7.411764705882362
1090.64419911633,515.7082393337041,1.5,-22.829515,-47.06382,634.0,6.941176470588246
1091.14419911633,516.2082393337041,1.5,-22.829515,-47.06382,634.0,6.941176470588246
1091.64419911633,516.7082393337041,1.5,-22.829515,-47.06382,634.0,6.941176470588246
899.0858741856646,586.4689986817539,1.5,-22.828852,-47.065676,628.0,6.235294117647058
899.5858741856646,586.9689986817539,1.5,-22.828852,-47.065676,628.0,6.235294117647058
900.0858741856646,587.4689986817539,1.5,-22.828852,-47.065676,628.0,6.235294117647058
1013.407155296591,642.2346942704171,1.5,-22.828363,-47.064555,632.0,6.705882352941188
1013.907155296591,642.7346942704171,1.5,-22.828363,-47.064555,632.0,6.705882352941188
1077.482312561246,663.9553880244493,1.5,-22.828175,-47.063928,628.0,6.235294117647058
1077.982312561246,664.4553880244493,1.5,-22.828175,-47.063928,628.0,6.235294117647058
1078.482312561246,664.9553880244493,1.5,-22.828175,-47.063928,628.0,6.235294117647058
1173.128727059113,718.9048017449677,1.5,-22.827691,-47.062989,627.0,6.117647058823536
1173.628727059113,719.4048017449677,1.5,-22.827691,-47.062989,627.0,6.117647058823536
1174.128727059113,719.9048017449677,1.5,-22.827691,-47.062989,627.0,6.117647058823536
1162.35419368709,784.551281475462,1.5,-22.827097,-47.063085,619.0,5.176470588235304
1162.85419368709,785.051281475462,1.5,-22.827097,-47.063085,619.0,5.176470588235304
1163.35419368709,785.551281475462,1.5,-22.827097,-47.063085,619.0,5.176470588235304
709.9138599255821,794.6154379844666,1.5,-22.826949,-47.06749,611.0,4.235294117647058
710.4138599255821,795.1154379844666,1.5,-22.826949,-47.06749,611.0,4.235294117647058
1359.739790419233,730.3730941955,1.5,-22.827611,-47.06117,613.0,4.470588235294116
1360.239790419233,730.8730941955,1.5,-22.827611,-47.06117,613.0,4.470588235294116
1360.739790419233,731.3730941955,1.5,-22.827611,-47.06117,613.0,4.470588235294116
1453.46719383751,562.4260364174843,1.5,-22.829139,-47.06028,630.0,6.470588235294116
1275.426118680276,885.8235109280795,1.5,-22.826197,-47.06197,603.0,3.294117647058826
1235.858190246858,645.8981169229373,1.5,-22.828358,-47.062388,635.0,7.058823529411768
1236.358190246858,646.3981169229373,1.5,-22.828358,-47.062388,635.0,7.058823529411768
1408.889532125439,2336.880150362849,1.5,-22.813114,-47.060473,622.0,5.529411764705884
